0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
6.730e-02 2.000e+02 7.598e+01 2.000e+02 7.144e+01 5.823e+01
1.647e-01 2.000e+02 7.604e+01 2.000e+02 7.149e+01 5.779e+01
2.620e-01 2.000e+02 7.624e+01 2.000e+02 7.164e+01 5.768e+01
3.592e-01 2.000e+02 7.659e+01 2.000e+02 7.197e+01 5.738e+01
4.551e-01 2.000e+02 7.758e+01 2.000e+02 4.847e+01 5.698e+01
5.511e-01 2.000e+02 7.950e+01 2.000e+02 4.807e+01 5.653e+01
6.487e-01 2.000e+02 8.045e+01 2.000e+02 7.405e+01 5.558e+01
7.449e-01 2.000e+02 8.122e+01 2.000e+02 4.814e+01 5.515e+01
8.568e-01 2.000e+02 2.000e+02 2.000e+02 5.483e+01 5.417e+01
9.683e-01 2.000e+02 2.000e+02 2.000e+02 5.081e+01 5.252e+01
1.063e+00 2.000e+02 2.000e+02 5.500e+01 5.350e+01 5.006e+01
1.158e+00 2.000e+02 2.000e+02 5.146e+01 5.552e+01 4.837e+01
1.252e+00 2.000e+02 2.000e+02 4.874e+01 5.496e+01 4.783e+01
1.347e+00 2.000e+02 2.000e+02 5.006e+01 5.607e+01 4.707e+01
1.443e+00 2.000e+02 8.921e+01 2.000e+02 5.835e+01 4.747e+01
1.540e+00 2.000e+02 8.433e+01 2.000e+02 5.423e+01 4.928e+01
1.636e+00 2.000e+02 8.115e+01 2.000e+02 5.162e+01 5.075e+01
1.732e+00 2.000e+02 8.150e+01 2.000e+02 5.034e+01 5.061e+01
1.828e+00 2.000e+02 8.178e+01 2.000e+02 5.045e+01 5.044e+01
1.926e+00 2.000e+02 8.320e+01 2.000e+02 7.894e+01 5.096e+01
2.022e+00 2.000e+02 8.529e+01 2.000e+02 5.131e+01 4.820e+01
2.134e+00 2.000e+02 2.000e+02 2.000e+02 4.102e+01 4.750e+01
2.231e+00 2.000e+02 2.000e+02 1.038e+02 5.456e+01 4.546e+01
2.326e+00 2.000e+02 2.000e+02 4.855e+01 5.384e+01 4.430e+01
2.404e+00 8.118e+01 2.000e+02 4.683e+01 5.779e+01 4.126e+01
2.483e+00 7.338e+01 2.000e+02 4.240e+01 5.845e+01 4.100e+01
2.576e+00 2.000e+02 2.000e+02 4.323e+01 5.844e+01 4.010e+01
2.673e+00 2.000e+02 2.000e+02 5.737e+01 8.687e+01 4.165e+01
2.771e+00 2.000e+02 8.768e+01 2.000e+02 8.374e+01 4.365e+01
2.869e+00 2.000e+02 8.244e+01 2.000e+02 8.019e+01 4.836e+01
2.966e+00 2.000e+02 7.803e+01 2.000e+02 7.709e+01 5.199e+01
3.064e+00 2.000e+02 7.660e+01 2.000e+02 7.520e+01 5.298e+01
3.161e+00 2.000e+02 7.525e+01 2.000e+02 7.368e+01 5.451e+01
3.258e+00 2.000e+02 7.425e+01 2.000e+02 7.226e+01 5.504e+01
3.355e+00 2.000e+02 7.420e+01 2.000e+02 7.161e+01 5.528e+01
3.452e+00 2.000e+02 7.419e+01 2.000e+02 7.136e+01 5.499e+01
3.534e+00 2.000e+02 7.506e+01 7.953e+01 7.163e+01 5.423e+01
3.624e+00 2.000e+02 2.000e+02 7.056e+01 7.328e+01 5.318e+01
3.708e+00 1.226e+02 2.000e+02 6.385e+01 7.573e+01 5.181e+01
3.791e+00 1.118e+02 2.000e+02 5.948e+01 7.716e+01 5.350e+01
3.889e+00 1.015e+02 2.000e+02 5.736e+01 2.000e+02 5.529e+01
3.978e+00 9.163e+01 2.000e+02 5.921e+01 2.000e+02 5.511e+01
4.044e+00 1.053e+02 5.674e+01 6.228e+01 7.340e+01 5.597e+01
4.108e+00 7.971e+01 5.320e+01 6.115e+01 7.252e+01 5.670e+01
4.172e+00 7.573e+01 7.724e+01 6.183e+01 5.482e+01 5.912e+01
4.253e+00 2.000e+02 7.560e+01 6.667e+01 7.173e+01 5.737e+01
4.318e+00 6.603e+01 7.615e+01 6.126e+01 7.209e+01 5.631e+01
4.411e+00 2.000e+02 2.000e+02 5.503e+01 7.226e+01 5.531e+01
4.516e+00 2.000e+02 2.000e+02 5.080e+01 2.000e+02 5.075e+01
4.611e+00 2.000e+02 2.000e+02 4.783e+01 7.106e+01 4.729e+01
4.722e+00 2.000e+02 2.000e+02 4.508e+01 2.000e+02 4.344e+01
4.816e+00 2.000e+02 2.000e+02 4.407e+01 6.645e+01 4.105e+01
4.928e+00 2.000e+02 2.000e+02 2.000e+02 6.498e+01 4.056e+01
5.024e+00 2.000e+02 6.832e+01 2.000e+02 6.249e+01 4.146e+01
5.118e+00 2.000e+02 6.614e+01 2.000e+02 3.666e+01 4.270e+01
5.195e+00 2.000e+02 6.957e+01 5.921e+01 3.756e+01 4.145e+01
5.288e+00 2.000e+02 2.000e+02 5.498e+01 3.994e+01 4.013e+01
5.398e+00 2.000e+02 2.000e+02 3.900e+01 2.000e+02 3.508e+01
5.499e+00 2.000e+02 2.000e+02 3.760e+01 1.925e+02 3.407e+01
5.602e+00 2.000e+02 7.754e+01 2.000e+02 1.885e+02 3.508e+01
5.705e+00 2.000e+02 6.652e+01 2.000e+02 1.864e+02 3.851e+01
5.801e+00 2.000e+02 5.645e+01 2.000e+02 9.333e+01 4.248e+01
5.912e+00 2.000e+02 5.478e+01 2.000e+02 2.000e+02 4.077e+01
6.006e+00 2.000e+02 4.808e+01 2.000e+02 4.774e+01 3.857e+01
6.099e+00 2.000e+02 5.098e+01 2.000e+02 4.813e+01 3.529e+01
6.210e+00 2.000e+02 2.000e+02 2.000e+02 5.393e+01 3.143e+01
6.311e+00 2.000e+02 2.000e+02 2.861e+01 2.000e+02 2.671e+01
6.386e+00 5.468e+01 2.000e+02 2.316e+01 6.559e+01 2.092e+01
6.471e+00 2.000e+02 2.000e+02 1.928e+01 6.916e+01 1.870e+01
6.555e+00 2.000e+02 2.000e+02 1.481e+01 7.146e+01 1.582e+01
6.633e+00 7.472e+01 2.000e+02 1.453e+01 7.264e+01 1.456e+01
6.709e+00 6.415e+01 2.000e+02 1.125e+01 4.745e+01 9.760e+00
6.784e+00 5.497e+01 2.000e+02 1.156e+01 4.816e+01 9.148e+00
6.845e+00 4.712e+01 7.840e+01 1.094e+01 7.339e+01 9.180e+00
6.927e+00 4.291e+01 2.000e+02 2.000e+02 7.189e+01 8.876e+00
7.013e+00 1.428e+02 2.000e+02 2.000e+02 7.144e+01 9.160e+00
7.095e+00 7.839e+01 2.000e+02 2.000e+02 7.064e+01 1.067e+01
7.181e+00 1.221e+02 2.000e+02 2.000e+02 7.020e+01 1.272e+01
7.270e+00 1.119e+02 2.000e+02 2.000e+02 6.658e+01 1.677e+01
7.358e+00 1.034e+02 1.987e+02 2.000e+02 6.474e+01 2.090e+01
7.422e+00 9.560e+01 8.212e+01 5.526e+01 6.250e+01 2.469e+01
7.490e+00 1.443e+02 6.622e+01 9.528e+01 6.095e+01 2.840e+01
7.558e+00 1.391e+02 6.316e+01 8.671e+01 5.956e+01 3.332e+01
7.625e+00 1.336e+02 6.020e+01 8.050e+01 5.783e+01 3.897e+01
7.698e+00 1.278e+02 5.838e+01 1.791e+02 5.665e+01 4.286e+01
7.764e+00 1.234e+02 5.868e+01 6.919e+01 5.692e+01 4.366e+01
7.828e+00 1.193e+02 5.939e+01 6.412e+01 3.107e+01 4.265e+01
7.892e+00 1.127e+02 5.936e+01 5.808e+01 5.761e+01 4.163e+01
7.953e+00 5.481e+01 6.258e+01 5.209e+01 5.800e+01 4.057e+01
8.031e+00 2.000e+02 6.132e+01 4.567e+01 5.654e+01 4.210e+01
8.107e+00 2.000e+02 5.684e+01 4.147e+01 5.468e+01 4.229e+01
8.183e+00 2.000e+02 5.284e+01 3.875e+01 5.188e+01 4.060e+01
8.250e+00 1.892e+02 4.927e+01 3.715e+01 4.947e+01 3.616e+01
8.315e+00 1.811e+02 4.756e+01 3.455e+01 4.661e+01 3.460e+01
8.380e+00 1.735e+02 4.770e+01 3.506e+01 4.813e+01 3.303e+01
8.476e+00 1.661e+02 2.000e+02 3.577e+01 2.000e+02 3.201e+01
8.549e+00 1.565e+02 1.076e+02 3.530e+01 1.505e+02 3.118e+01
8.635e+00 1.488e+02 1.771e+02 2.000e+02 1.452e+02 3.227e+01
8.730e+00 1.421e+02 1.724e+02 2.000e+02 1.418e+02 3.487e+01
8.830e+00 2.000e+02 1.689e+02 2.000e+02 1.699e+02 3.779e+01
8.943e+00 2.000e+02 2.000e+02 2.000e+02 1.148e+02 3.849e+01
9.032e+00 1.975e+02 2.000e+02 9.442e+01 7.990e+01 3.893e+01
9.104e+00 1.876e+02 8.178e+01 1.048e+02 5.470e+01 3.919e+01
9.174e+00 1.795e+02 8.216e+01 6.329e+01 5.453e+01 3.964e+01
9.245e+00 1.717e+02 8.320e+01 9.030e+01 5.467e+01 3.876e+01
9.315e+00 1.809e+02 8.310e+01 8.221e+01 5.482e+01 3.805e+01
9.408e+00 2.000e+02 8.140e+01 2.000e+02 7.788e+01 4.034e+01
9.483e+00 2.000e+02 7.995e+01 6.790e+01 7.686e+01 4.036e+01
9.556e+00 2.000e+02 7.784e+01 6.248e+01 4.865e+01 4.306e+01
9.648e+00 2.000e+02 2.000e+02 6.072e+01 7.319e+01 4.606e+01
9.730e+00 8.223e+01 2.000e+02 8.406e+01 7.273e+01 5.076e+01
9.805e+00 2.000e+02 1.046e+02 7.380e+01 6.912e+01 5.540e+01
9.872e+00 8.559e+01 9.935e+01 7.000e+01 6.590e+01 5.805e+01
9.939e+00 7.784e+01 9.526e+01 6.682e+01 6.326e+01 6.066e+01
